,lane,x,y,yaw,width
36,-2,109.9408950805664,-18.354019165039062,270.1737365722656,3.5
37,-1,106.44091033935547,-18.364633560180664,270.1737365722656,3.5
38,1,102.94092559814453,-18.3752498626709,450.1737365722656,3.5
39,2,99.4409408569336,-18.3858642578125,450.1737365722656,3.5
40,-2,109.94525146484375,-19.339298248291016,270.3343200683594,3.5
41,-1,106.4453125,-19.35972023010254,270.3343200683594,3.5
42,1,102.94537353515625,-19.380144119262695,450.3343200683594,3.5
43,2,99.4454345703125,-19.40056610107422,450.3343200683594,3.5
44,-2,109.95237731933594,-20.324560165405273,270.494873046875,3.5
45,-1,106.45250701904297,-20.35478973388672,270.494873046875,3.5
46,1,102.95264434814453,-20.385021209716797,450.494873046875,3.5
47,2,99.45277404785156,-20.415250778198242,450.494873046875,3.5
48,-2,109.96227264404297,-21.309799194335938,270.6554260253906,3.5
49,-1,106.4625015258789,-21.349836349487305,270.6554260253906,3.5
50,1,102.96273040771484,-21.38987159729004,450.6554260253906,3.5
51,2,99.46295928955078,-21.429908752441406,450.6554260253906,3.5
52,-2,109.97492980957031,-22.295005798339844,270.81597900390625,3.5
53,-1,106.47528839111328,-22.344850540161133,270.81597900390625,3.5
54,1,102.97563934326172,-22.39469337463379,450.81597900390625,3.5
